"Name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"ccl_name"	"master_ccl_id"	"ccle_primary_site"	"ccle_primary_hist"	"ccle_hist_subtype_1"	"growth_mode"	"culture_media"	"media_composition"	"snp_fp_status"	"NAPY"	"TNBC"
"KP-3"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"KP3"	"567"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KP4"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"KP4"	"568"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"L3.3"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"L33"	"591"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MIA PaCa-2"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"MIAPACA2"	"679"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Panc 02.03"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PANC0203"	"920"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI009"	"\"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)\""	"SNP-matched-reference"	NA	NA
"Panc 03.27"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PANC0327"	"922"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI009"	"\"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)\""	"SNP-matched-reference"	NA	NA
"Panc 04.03"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PANC0403"	"923"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI009"	"\"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)\""	"SNP-matched-reference"	NA	NA
"Panc 05.04"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PANC0504"	"924"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Panc 08.13"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PANC0813"	"925"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI020"	"\"RPMI, 15% FBS, 10 units/ml insulin (0.37 mg/ml insulin)\""	"SNP-matched-reference"	NA	NA
"PANC-1"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PANC1"	"926"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Panc 10.05"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PANC1005"	"927"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI006"	"\"RPMI, 15% FBS, 2 mM L-glutamine, 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, 1 mM sodium pyruvate, 10 units/ml Insulin (0.37 mg/ml insulin)\""	"SNP-matched-reference"	NA	NA
"PA-TU-8902"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PATU8902"	"928"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PA-TU-8988S"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PATU8988S"	"929"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEM005"	"\"DMEM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"PA-TU-8988T"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PATU8988T"	"930"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PK-1"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PK1"	"944"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PK-45H"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PK45H"	"945"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PK-59"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"PK59"	"946"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PSN1"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"PSN1"	"952"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI007"	"\"RPMI, 10% FBS, 2 mM glutamine\""	"SNP-matched-reference"	NA	NA
"QGP-1"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"QGP1"	"954"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-213"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"SNU213"	"1093"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-410"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"SNU410"	"1103"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SU.86.86"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"SU8686"	"1138"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SUIT-2"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"SUIT2"	"1145"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SW 1990"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"SW1990"	"1160"	"pancreas"	"carcinoma"	"ductal_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TCC-PAN2"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"TCCPAN2"	"1182"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YAPC"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"YAPC"	"1277"	"pancreas"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ACC-MESO-1"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"ACCMESO1"	"41"	"pleura"	"mesothelioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"IST-MES1"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"ISTMES1"	"480"	"pleura"	"mesothelioma"	NA	"adherent"	"DMEM012"	"\"DMEM, 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"JL-1"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"JL1"	"504"	"pleura"	"mesothelioma"	NA	"adherent"	"DMEM005"	"\"DMEM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"MPP 89"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"MPP89"	"705"	"pleura"	"mesothelioma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MSTO-211H"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"MSTO211H"	"706"	"pleura"	"mesothelioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H2052"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"NCIH2052"	"155481"	"pleura"	"mesothelioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"NCI-H2452"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"NCIH2452"	"155520"	"pleura"	"mesothelioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"NCI-H28"	"pleura: mesothelioma"	"Mesothelium"	"Mesothelioma (MESO)"	NA	NA	"NCIH28"	"155285"	"pleura"	"mesothelioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"22Rv1"	"prostate: carcinoma"	"Prostate"	NA	NA	NA	"22RV1"	"7"	"prostate"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DU 145"	"prostate: carcinoma"	"Prostate"	NA	NA	NA	"DU145"	"225"	"prostate"	"carcinoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"LNCaP clone FGC"	"prostate: adenocarcinoma"	"Prostate"	NA	NA	NA	"LNCAPCLONEFGC"	"618"	"prostate"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"NCI-H660"	"prostate: small_cell_carcinoma"	"Prostate"	"Prostate Small Cell Carcinoma (PRSCC)"	NA	NA	"NCIH660"	"155341"	"prostate"	"carcinoma"	"small_cell_carcinoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"PC-3"	"prostate: adenocarcinoma"	"Prostate"	NA	NA	NA	"PC3"	"932"	"prostate"	"carcinoma"	"adenocarcinoma"	"adherent"	"F12K001"	"\"F12K, 10% FBS\""	"SNP-matched-reference"	NA	NA
"VCaP"	"prostate: adenocarcinoma"	"Prostate"	NA	NA	NA	"VCAP"	"1249"	"prostate"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A-253"	"salivary_gland: mucoepidermoid_carcinoma"	"Head_Neck"	"Salivary Carcinoma (SACA)"	"Mucoepidermoid Carcinoma (MUCC)"	NA	"A253"	"28"	"salivary_gland"	"carcinoma"	"mucoepidermoid_carcinoma"	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YD-15"	"salivary_gland: mucoepidermoid_carcinoma"	"Head_Neck"	"Salivary Carcinoma (SACA)"	"Mucoepidermoid Carcinoma (MUCC)"	NA	"YD15"	"1279"	"salivary_gland"	"carcinoma"	"mucoepidermoid_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A101D"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"A101D"	"23"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A2058"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"A2058"	"27"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A-375"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"A375"	"30"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"C32"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"C32"	"103"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CJM"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"CJM"	"146"	"skin"	"malignant_melanoma"	NA	"adherent"	"HAMSF10001"	"\"HamsF10, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO 741"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"COLO741"	"166"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"COLO 792"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"COLO792"	"169"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI007"	"\"RPMI, 10% FBS, 2 mM glutamine\""	"SNP-matched-reference"	NA	NA
"COLO-800"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"COLO800"	"170"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO 829"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"COLO829"	"172"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"G-361"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"G361"	"263"	"skin"	"malignant_melanoma"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HMCB"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HMCB"	"377"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM003"	"\"EMEM, 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"Hs 294T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS294T"	"395"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 688(A).T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS688AT"	"410"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-not-tested"	NA	NA
"Hs 839.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS839T"	"426"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 852.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS852T"	"428"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM002"	"\"DMEM, 10% FBS, 4.5 g/L glucose, 1.5 g/L sodium bicarbonate\""	"SNP-matched-reference"	NA	NA
"Hs 895.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS895T"	"434"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 934.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS934T"	"436"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 936.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS936T"	"437"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM002"	"\"DMEM, 10% FBS, 4.5 g/L glucose, 1.5 g/L sodium bicarbonate\""	"SNP-matched-reference"	NA	NA
"Hs 940.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS940T"	"439"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 944.T"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HS944T"	"440"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HT-144"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"HT144"	"450"	"skin"	"malignant_melanoma"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"IGR-1"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"IGR1"	"470"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"IGR-37"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"IGR37"	"471"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM011"	"\"DMEM, 15% FBS\""	"SNP-not-tested"	NA	NA
"IGR-39"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"IGR39"	"472"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM011"	"\"DMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"IPC-298"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"IPC298"	"478"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"K029AX"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"K029AX"	"512"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"LOX IMVI"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"LOXIMVI"	"623"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Malme-3M"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"MALME3M"	"641"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"MDA-MB-435S"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"MDAMB435S"	"655"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MEL-HO"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"MELHO"	"666"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MEL-JUSO"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"MELJUSO"	"667"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"MeWo"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"MEWO"	"669"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RPMI-7951"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"RPMI7951"	"991"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RVH-421"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"RVH421"	"1000"	"skin"	"malignant_melanoma"	NA	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SH-4"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SH4"	"1025"	"skin"	"malignant_melanoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SK-MEL-1"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL1"	"1040"	"skin"	"malignant_melanoma"	NA	"suspension"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SK-MEL-2"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL2"	"1041"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-not-tested"	NA	NA
"SK-MEL-24"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL24"	"1042"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM003"	"\"EMEM, 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"SK-MEL-28"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL28"	"1043"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-not-tested"	NA	NA
"SK-MEL-3"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL3"	"1044"	"skin"	"malignant_melanoma"	NA	"adherent"	"MCCOYS5A003"	"\"McCoy's 5A, 15% FBS\""	"SNP-unconfirmed"	NA	NA
"SK-MEL-30"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL30"	"1045"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SK-MEL-31"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL31"	"1046"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-not-tested"	NA	NA
"SK-MEL-5"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"SKMEL5"	"1047"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"UACC-257"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"UACC257"	"1232"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"UACC-62"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"UACC62"	"1233"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WM-115"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM115"	"1255"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WM1799"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM1799"	"1256"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"WM-266-4"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM2664"	"1260"	"skin"	"malignant_melanoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WM-793"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM793"	"1270"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WM-88"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM88"	"1271"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WM-983B"	"skin: malignant_melanoma"	"Skin"	"Melanoma (MEL)"	NA	NA	"WM983B"	"1273"	"skin"	"malignant_melanoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A-204"	"Rhabdoid Tumor"	"Other"	"Rhabdoid Cancer (MRT)"	NA	NA	"A204"	"26"	"soft_tissue"	"rhabdoid_tumor"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"G-401"	"soft_tissue: rhabdoid_tumour"	"Soft_Tissue"	NA	NA	NA	"G401"	"264"	"soft_tissue"	"rhabdoid_tumor"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"G-402"	"soft_tissue: rhabdoid_tumour"	"Soft_Tissue"	NA	NA	NA	"G402"	"265"	"soft_tissue"	"rhabdoid_tumor"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GCT"	"soft_tissue: malignant_fibrous_histiocytoma-pleomorphic_sarcoma"	"Soft_Tissue"	"Undifferentiated Pleomorphic Sarcoma / Malignant Fibrous Histiocytoma / High Grade Spindle Cell Sarcoma (MFH)"	NA	NA	"GCT"	"271"	"soft_tissue"	"malignant_fibrous_histiocytoma_pleomorphic_sarcoma"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 729"	"soft_tissue: rhabdomyosarcoma"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"HS729"	"414"	"soft_tissue"	"rhabdomyosarcoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HT-1080"	"soft_tissue: fibrosarcoma"	"Soft_Tissue"	"Fibrosarcoma (FIBS)"	NA	NA	"HT1080"	"446"	"soft_tissue"	"fibrosarcoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KYM-1"	"soft_tissue: rhabdomyosarcoma"	"Soft_Tissue"	"Rhabdomyosarcoma (RMS)"	NA	NA	"KYM1"	"578"	"soft_tissue"	"rhabdomyosarcoma"	NA	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"MES-SA"	"soft_tissue: sarcoma"	"Soft_Tissue"	"sarcoma"	NA	NA	"MESSA"	"668"	"soft_tissue"	"sarcoma"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
